what,kind,bundleId,bundleVersion,description,time
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575601687
opened,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316575601937
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316575602031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575603046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575604062
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575604093
opened,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316575604500
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316575604593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575605718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575606375
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575606406
opened,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316575606640
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316575606765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575607468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575609265
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575609296
opened,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316575609500
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316575609609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575610343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575611218
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575611250
opened,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316575611953
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316575612078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575613000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575623343
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575623406
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575626078
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575626171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575627281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575628953
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575629031
opened,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316575629218
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316575629343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575630468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575631734
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575631765
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575632046
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575632140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575633218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575634328
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575634359
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575634609
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575634687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575635703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575636906
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575636937
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575637406
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575637546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575638312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575641187
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575645109
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575645343
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575645468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575646234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575647406
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575647437
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575648031
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575648125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575648625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575649875
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575649890
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575650125
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575650265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575650906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575652046
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575652078
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575652296
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575652437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575653078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575654046
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575654125
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575654281
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575654453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575655218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575656828
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575656859
opened,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316575658609
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316575658796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575659406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575660765
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575660781
opened,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316575661375
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316575661500
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575662281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575664109
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575664171
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575665062
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575665140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575666046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575667203
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575667234
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575667453
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575667531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575668375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575669328
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575669406
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575669562
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575669640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575670390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575671187
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575671265
