what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1316571819765
arch,sysinfo,,,"x86",1316571819765
ws,sysinfo,,,"win32",1316571819765
locale,sysinfo,,,"en_US",1316571819765
processors,sysinfo,,,"2",1316571819765
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1316571819765
java.runtime.version,sysinfo,,,"1.6.0_27-b07",1316571819765
java.specification.name,sysinfo,,,"Java Platform API Specification",1316571819765
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1316571819765
java.specification.version,sysinfo,,,"1.6",1316571819765
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1316571819765
java.version,sysinfo,,,"1.6.0_27",1316571819765
java.vm.info,sysinfo,,,"mixed mode, sharing",1316571819765
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1316571819765
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1316571819765
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1316571819765
java.vm.specification.version,sysinfo,,,"1.0",1316571819765
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1316571819765
java.vm.version,sysinfo,,,"20.2-b06",1316571819765
started,bundle,org.eclipse.wst.server.core,1.1.302.v20110518,"org.eclipse.wst.server.core",1316571819875
started,bundle,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui",1316571821828
started,bundle,org.jboss.ide.eclipse.as.core,2.2.0.v20110624-0505-H8-M2,"org.jboss.ide.eclipse.as.core",1316571822140
started,bundle,org.jboss.ide.eclipse.as.ui,2.2.0.v20110624-0505-H8-M2,"org.jboss.ide.eclipse.as.ui",1316571822296
started,bundle,org.jboss.tools.common,3.3.0.v20110624-0455-H3-M2,"org.jboss.tools.common",1316571822390
started,bundle,org.jboss.tools.common.model,3.3.0.v20110624-0455-H3-M2,"org.jboss.tools.common.model",1316571822625
started,bundle,org.jboss.tools.runtime,1.3.0.v20110624-0453-H4-M2,"org.jboss.tools.runtime",1316571822687
started,bundle,org.jboss.tools.runtime.ui,1.3.0.v20110624-0453-H4-M2,"org.jboss.tools.runtime.ui",1316571822796
started,bundle,org.jboss.tools.usage,1.1.0.v20110624-0536-H4-M2,"org.jboss.tools.usage",1316571822937
started,bundle,org.jboss.tools.jst.web.ui,3.3.0.v20110624-0507-H3-M2,"org.jboss.tools.jst.web.ui",1316571823093
started,bundle,org.jboss.tools.runtime.core,1.3.0.v20110624-0453-H4-M2,"org.jboss.tools.runtime.core",1316571823859
started,bundle,org.jboss.tools.common.projecttemplates,3.3.0.v20110624-0455-H3-M2,"org.jboss.tools.common.projecttemplates",1316571830359
started,bundle,org.jboss.tools.jst.web,3.3.0.v20110624-0507-H3-M2,"org.jboss.tools.jst.web",1316571830765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316572255375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316572255375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316572255875
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316572693140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316572694218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316572920781
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316572922625
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1316572922703
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1316572922734
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1316572923062
started,bundle,org.jboss.ide.eclipse.archives.core,3.2.1.v20110624-0434-H3-M2,"org.jboss.ide.eclipse.archives.core",1316572923109
started,bundle,org.jboss.ide.eclipse.archives.ui,3.2.0.v20110624-0434-H3-M2,"org.jboss.ide.eclipse.archives.ui",1316572923140
started,bundle,org.jboss.tools.common.model.ui,3.3.0.v20110624-0455-H3-M2,"org.jboss.tools.common.model.ui",1316572923921
started,bundle,org.eclipse.jst.servlet.ui,1.1.500.v201105122000,"org.eclipse.jst.servlet.ui",1316572924015
started,bundle,com.adobe.flexbuilder.ui,4.5.1.313231,"com.adobe.flexbuilder.ui",1316572934031
started,bundle,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.as.editor",1316572934125
started,bundle,com.adobe.flexbuilder.launching.ui,4.5.1.313231,"com.adobe.flexbuilder.launching.ui",1316572934375
started,bundle,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.mxml.editor",1316572934546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316572935203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573223593
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1316573231375
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1316573231406
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1316573235218
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1316573235265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573235531
started,bundle,org.eclipse.jpt.common.core,1.0.0.v201105180000,"org.eclipse.jpt.common.core",1316573240093
started,bundle,org.eclipse.jpt.jpa.core,3.0.0.v201105250001,"org.eclipse.jpt.jpa.core",1316573240125
started,bundle,org.jboss.ide.eclipse.archives.webtools,2.2.0.v20110624-0505-H8-M2,"org.jboss.ide.eclipse.archives.webtools",1316573244734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573244828
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1316573244859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316573244859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573253000
started,bundle,org.jboss.ide.eclipse.as.wtp.core,2.2.0.v20110624-0505-H8-M2,"org.jboss.ide.eclipse.as.wtp.core",1316573253234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573253296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573253343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573254687
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1316573254718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316573254718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573262031
started,bundle,org.eclipse.pde.core,3.7.0.v20110603,"org.eclipse.pde.core",1316573318593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573320406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1316573320421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1316573320421
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1316573320468
started,bundle,org.eclipse.team.cvs.ssh2,3.2.300.I20100526-0800,"org.eclipse.team.cvs.ssh2",1316573321078
started,bundle,org.eclipse.wst.sse.core,1.1.600.v201105162116,"org.eclipse.wst.sse.core",1316573321828
