what,kind,bundleId,bundleVersion,description,time
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574523265
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574523468
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574523546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574524578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574525609
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574525625
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574525718
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574525796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574526843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574528062
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574528078
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574528968
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574529093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574529703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574530890
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574530921
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574531781
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574531859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574535593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574537593
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574537609
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574537703
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574537781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574539234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574540734
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574540796
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574540984
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574541078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574541906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574542890
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574542906
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574542984
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574543062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574543796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574544859
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574544875
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574544953
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574545031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574545703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574546640
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574546656
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574546765
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574546875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574547578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574548578
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574548593
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574548671
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574548781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574549656
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574550890
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574550937
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574553390
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574553484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574554328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574555390
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574555406
