what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675703593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675703859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675731359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675747281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675764562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675764906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675839421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675839843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675840609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675841078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675841546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675841609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675841984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675842062
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675842406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675842484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675842937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675843015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675843390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316675843468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316677408531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316677408546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316677408609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316677410734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316677830328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316677832203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316677955406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316677957375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316677957984
