what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573867609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573868843
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316573868859
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573869078
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573869156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573869968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573871062
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316573871078
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573871312
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573871390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573872281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573873281
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316573873296
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573873437
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573873531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573874171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573875640
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316573875656
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573875890
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573875968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573876968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573878343
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316573878359
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573880156
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573880250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573881296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573882671
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316573882703
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573882937
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573883031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573884031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573885078
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316573885109
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573885234
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573885328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573886015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573886812
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316573886906
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573887031
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573887125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573887828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573888953
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316573888968
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573889078
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573889171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573889953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573891125
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316573891140
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573891390
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316573891515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573892265
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316573893453
