what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574649859
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574649875
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574650093
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574650187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574650828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574652515
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574652578
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574654140
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574654218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574655296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574656406
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574656437
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574656531
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574656625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574657359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574658250
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574658281
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574658468
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574658562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574659109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574660281
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574660296
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574661218
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574661328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574662000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574663000
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574663015
started,bundle,com.adobe.flexide.externaleditors,4.5.1.313231,"com.adobe.flexide.externaleditors",1316574663406
started,bundle,com.adobe.flexbuilder.crimson,4.5.1.313231,"com.adobe.flexbuilder.crimson",1316574665359
started,bundle,com.adobe.flexide.playerview,4.5.1.313231,"com.adobe.flexide.playerview",1316574665671
started,bundle,com.adobe.flexbuilder.designview,4.5.1.313231,"com.adobe.flexbuilder.designview",1316574665781
started,bundle,com.adobe.flexide.designitems,4.5.1.313231,"com.adobe.flexide.designitems",1316574665859
opened,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316574666953
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316574667265
started,bundle,com.adobe.flexide.embeddedplayer,4.5.1.313231,"com.adobe.flexide.embeddedplayer",1316574667734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574669187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574670703
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574670718
opened,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316574671359
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1316574671468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574672234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316574675781
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574675796
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574678484
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316574678578
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316574678687
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1316574678703
