what,kind,bundleId,bundleVersion,description,time
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575942187
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575942250
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1316575945156
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575949812
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575950250
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575950343
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575953953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575955687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575955718
closed,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575955750
closed,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575955781
closed,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575955828
closed,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575955859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575966937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316575967437
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575967468
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575967546
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575970015
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575970343
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575970453
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575971125
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575972671
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575972734
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575978234
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575978406
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575979125
opened,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575979343
activated,editor,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1316575979437
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1316575981437
