what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1316525394531
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1316525394531
started,bundle,org.eclipse.jst.j2ee,1.1.500.v201105122000,"org.eclipse.jst.j2ee",1316525394859
started,bundle,org.eclipse.jst.j2ee.core,1.2.100.v201105122000,"org.eclipse.jst.j2ee.core",1316525394921
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.500.v201012020700,"org.eclipse.jst.j2ee.navigator.ui",1316525394953
started,bundle,org.eclipse.jst.j2ee.ui,1.1.500.v201104151900,"org.eclipse.jst.j2ee.ui",1316525395078
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1316525395203
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1316525395218
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1316525395218
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.300.v201011231608,"org.eclipse.jst.ws.jaxrs.core",1316525395265
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1316525395296
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1316525395312
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1316525395359
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1316525395359
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1316525395406
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1316525395421
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1316525395468
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1316525395500
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1316525395562
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1316525395593
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1316525395625
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1316525395640
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1316525395703
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1316525395812
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1316525395875
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1316525395937
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1316525395968
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1316525396031
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1316525396062
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1316525396109
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1316525396140
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1316525396156
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1316525396281
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1316525396296
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1316525396312
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1316525396343
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.100.v201011172300,"org.eclipse.wst.common.emfworkbench.integration",1316525396343
started,bundle,org.eclipse.wst.common.frameworks,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks",1316525396359
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1316525396375
started,bundle,org.eclipse.wst.common.modulecore,1.2.100.v201105191800,"org.eclipse.wst.common.modulecore",1316525396390
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1316525396390
started,bundle,org.eclipse.wst.jsdt.core,1.1.100.v201104272153,"org.eclipse.wst.jsdt.core",1316525396406
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1316525396421
started,bundle,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui",1316525396421
started,bundle,org.eclipse.wst.server.core,1.1.302.v20110518,"org.eclipse.wst.server.core",1316525396453
started,bundle,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui",1316525396500
started,bundle,org.eclipse.wst.validation,1.2.300.v201104190230,"org.eclipse.wst.validation",1316525396515
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1316525396531
started,bundle,org.eclipse.wst.xml.core,1.1.600.v201104251227,"org.eclipse.wst.xml.core",1316525396562
started,bundle,org.jboss.ide.eclipse.as.core,2.2.0.v20110624-0505-H8-M2,"org.jboss.ide.eclipse.as.core",1316525396609
started,bundle,org.jboss.ide.eclipse.as.ui,2.2.0.v20110624-0505-H8-M2,"org.jboss.ide.eclipse.as.ui",1316525396609
started,bundle,org.jboss.tools.common,3.3.0.v20110624-0455-H3-M2,"org.jboss.tools.common",1316525396640
started,bundle,org.jboss.tools.common.model,3.3.0.v20110624-0455-H3-M2,"org.jboss.tools.common.model",1316525396687
started,bundle,org.jboss.tools.runtime,1.3.0.v20110624-0453-H4-M2,"org.jboss.tools.runtime",1316525396687
started,bundle,org.jboss.tools.runtime.ui,1.3.0.v20110624-0453-H4-M2,"org.jboss.tools.runtime.ui",1316525396687
started,bundle,org.jboss.tools.usage,1.1.0.v20110624-0536-H4-M2,"org.jboss.tools.usage",1316525396687
os,sysinfo,,,"win32",1316525396703
arch,sysinfo,,,"x86",1316525396703
ws,sysinfo,,,"win32",1316525396703
locale,sysinfo,,,"en_US",1316525396703
processors,sysinfo,,,"2",1316525396703
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1316525396703
java.runtime.version,sysinfo,,,"1.6.0_27-b07",1316525396703
java.specification.name,sysinfo,,,"Java Platform API Specification",1316525396703
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1316525396703
java.specification.version,sysinfo,,,"1.6",1316525396703
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1316525396703
java.version,sysinfo,,,"1.6.0_27",1316525396703
java.vm.info,sysinfo,,,"mixed mode, sharing",1316525396703
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1316525396703
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1316525396703
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1316525396703
java.vm.specification.version,sysinfo,,,"1.0",1316525396703
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1316525396703
java.vm.version,sysinfo,,,"20.2-b06",1316525396703
started,bundle,org.jboss.tools.runtime.core,1.3.0.v20110624-0453-H4-M2,"org.jboss.tools.runtime.core",1316525397250
started,bundle,org.jboss.tools.runtime.as.detector,1.0.0.v20110624-0453-H4-M2,"org.jboss.tools.runtime.as.detector",1316525397281
started,bundle,org.eclipse.datatools.connectivity,1.2.2.v201105270956,"org.eclipse.datatools.connectivity",1316525397328
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1316525398265
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1316525398281
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1316525398343
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1316525398453
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1316525398640
started,bundle,org.jboss.tools.jst.web.ui,3.3.0.v20110624-0507-H3-M2,"org.jboss.tools.jst.web.ui",1316525398843
started,bundle,org.jboss.tools.common.projecttemplates,3.3.0.v20110624-0455-H3-M2,"org.jboss.tools.common.projecttemplates",1316525403953
started,bundle,org.jboss.tools.jst.web,3.3.0.v20110624-0507-H3-M2,"org.jboss.tools.jst.web",1316525404015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316525404109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316525709484
opened,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1316525712734
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1316525712750
started,bundle,org.jboss.tools.jmx.core,1.2.0.v20110624-0446-H3-M2,"org.jboss.tools.jmx.core",1316525712921
started,bundle,org.jboss.ide.eclipse.as.jmx.integration,0.9.0.v20110624-0505-H8-M2,"org.jboss.ide.eclipse.as.jmx.integration",1316525712921
opened,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1316525714062
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1316525714093
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.AllMarkersView",1316525714609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316525726718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316525730390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316525731921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316525736218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316525737812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316525947125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316525966281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316528474281
